-335.2 0.125972
-334.4 0.12625
-444 0.126806
-548 0.127917
-691.2 0.121389
-819.2 0.114722
-1008.8 0.120833
-1117.6 0.120417
-1235.2 0.117639
-1376.8 0.115972
-1464 0.108194
-1589.6 0.107361
-1676 0.104444
-1724 0.104861
-1856.8 0.0966667
-1933.6 0.0955556
-2002.4 0.09375
-2199.2 0.100417
-2377.6 0.0823611
-2530.4 0.0886111
-2644.8 0.0815278
-2774.4 0.0854167
-2980.8 0.0644444
-3017.6 0.0541667
-3164 0.0461111
-3338.4 0.0366667
-3504.8 0.0440278
-3629.6 0.0390278
-3729.6 0.0359722
-3836 0.0475
-3863.2 0.0425
-4015.2 0.0344444
-4185.6 0.0301389
-4256 0.0341667
-4419.2 0.0372222
-4524 0.0329167
-4581.6 0.0330556
-4800 0.0420833
-5020.8 0.0661111
-5171.2 0.0323611
-5210.4 0.0358333
-5358.4 0.0451389
-5578.4 0.0304167
-5602.4 0.0440278
-5686.4 0.0416667
-5861.6 0.0454167
-6056.8 0.0595833
-6328.8 0.0818056
-6345.6 0.0898611
-6622.4 0.0684722
-6748 0.0515278
-6856 0.0456944
-7044.8 0.0270833
-7170.4 0.0386111
-7306.4 0.0527778
-7499.2 0.0381944
-7626.4 0.0483333
-7709.6 0.0459722
-7762.4 0.0416667
-7978.4 0.08
-8043.2 0.0541667
-8361.6 0.0722222
-8448 0.0761111
-8636.8 0.0561111
-8793.6 0.0347222
-8953.6 0.0498611
-9064.8 0.0495833
-9126.4 0.0547222
-9184 0.04875
-9329.6 0.02375
-9754.4 0.00277778
-9901.6 0.0123611
-9957.6 0.0159722
-10036 0.025
-10122.4 0.0402778
-10151.2 0.0422222
-10401.6 0.0688889
-10518.4 0.0793056
-10604 0.110139
-10780 0.0922222
-11280 0.0661111
-11423.2 0.0702778
-11582.4 0.0509722
-11856 0.0781944
-11819.2 0.0826389
-12001.6 0.145556
-12097.6 0.15125
-12308.8 0.0740278
-12383.2 0.0829167
-12493.6 0.0773611
-12748.8 0.131944
-12752 0.0829167
-13003.2 0.0493056
-13049.6 0.0404167
-13197.6 0.0318056
-13445.6 0.0227778
-13497.6 0.00541667
-13579.2 0.0202778
-13729.6 0.0436111
-13832.8 0.0466667
-13847.2 0.0104167
-13914.4 0.0105556
-14155.2 0.102917
-14168.8 0.0223611
-14211.2 0.00236111
-14585.6 0.0461111
-14604.8 0.0769444
-14613.6 0.0075
-14786.4 0.0222222
-14820.8 0.0384722
-14936 0.0881944
-15066.4 0.0386111
-15057.6 0.0311111
-15164 0.00972222
-15204.8 0.000555556
-15396 0.0179167
-15540.8 0.0576389
-15550.4 0.100972
-15572.8 0.102917
-15635.2 0.0854167
-15955.2 0.114583
-15937.6 0.128333
-16057.6 0.0711111
-16132 0.0498611
-16390.4 0.0368056
-16560 0.00180556
-16581.6 0.00194444
-16680 0.101667
-16711.2 0.105833
-16862.4 0.0854167
-17080.8 0.105833
-17104 0.110556
-17122.4 0.13875
-17341.6 0.169444
-17449.6 0.213889
-17468 0.211389
-17489.6 0.191667
-17540.8 0.198333
-17589.6 0.160278
-17828 0.0693056
-17910.4 0.0395833
-17977.6 0.0140278
-18172.8 0.01875
-18102.4 0.0272222
-18106.4 0.0573611
-18059.2 0.117222
-18222.4 0.05375
-18328.8 0.03125
-18329.6 0.0295833
-18436.8 0.0291667
-18938.4 0.0366667
-19382.4 0.118889
-19486.4 0.101806
-19476 0.09625
-19476 0.0936111
-19628 0.120417
-19632 0.149306
-19616.8 0.143472
-19643.2 0.133889
-19687.2 0.143194
-19750.4 0.159167
-19691.2 0.196667
-19708.8 0.173472
-19736 0.174444
-19672.8 0.0859722
-19658.4 0.123056
-19564.8 0.03375
-19632 0.0511111
-19812.8 0.00583333
-19808 0.0075
-19741.6 0.00847222
-19746.4 0.0166667
-19735.2 0.00486111
-19664.8 0.0111111
-19597.6 0.0395833
-19752 0.254722
-19732.8 0.255
-19777.6 0.253889
-19835.2 0.236806
-19900.8 0.251806
-19732.8 0.257639
-19665.6 0.255833
-19670.4 0.255694
-19784 0.2175
-19825.6 0.241389
-19996.8 0.236528
-19982.4 0.106806
-20160 0.204167
-20220 0.175556
-20233.6 0.174444
-20242.4 0.195833
-20232 0.189167
-20250.4 0.17875
-20325.6 0.240139
-20417.6 0.270278
-20379.2 0.253611
-20497.6 0.334583
-20551.2 0.386667
-20433.6 0.267083
-20441.6 0.296667
-20580 0.328611
-20510.4 0.324444
-20380 0.303194
-20412.8 0.276806
-20583.2 0.194167
-20588.8 0.194722
-20844 0.212222
-20878.4 0.217083
-21031.2 0.246528
-21115.2 0.147083
-21092.8 0.164028
-21080 0.154722
-21031.2 0.150278
