-0.0725 0.0725
-0.47 0.47
-0.37 0.37
-0.4225 0.4225
-0.45 0.45
-0.4525 0.4525
-0.3825 0.3825
-0.4275 0.4275
-0.435 0.435
-0.475 0.475
-0.4625 0.4625
-0.3675 0.3675
-0.47 0.47
-0.4025 0.4025
-0.405 0.405
-0.3975 0.3975
-0.43 0.43
-0.505 0.505
-0.4 0.4
-0.4125 0.4125
-0.4225 0.4225
-0.45 0.45
-0.4175 0.4175
-0.445 0.445
-0.45 0.45
-0.39 0.39
-0.4675 0.4675
-0.5175 0.5175
-0.415 0.415
-0.525 0.525
-0.4225 0.4225
-0.4275 0.4275
-0.3875 0.3875
-0.395 0.395
-0.3875 0.3875
-0.4775 0.4775
-0.43 0.43
-0.3925 0.3925
-0.42 0.42
-0.4475 0.4475
-0.4475 0.4475
-0.4175 0.4175
-0.395 0.395
-0.4325 0.4325
-0.41 0.41
-0.4575 0.4575
-0.41 0.41
-0.3325 0.3325
-0.4 0.4
-0.395 0.395
-0.4225 0.4225
-0.4575 0.4575
-0.3425 0.3425
-0.385 0.385
-0.43 0.43
-0.47 0.47
-0.4775 0.4775
-0.4375 0.4375
-0.36 0.36
-0.44 0.44
-0.4075 0.4075
-0.41 0.41
-0.3925 0.3925
-0.3725 0.3725
-0.41 0.41
-0.445 0.445
-0.4375 0.4375
-0.4925 0.4925
-0.5325 0.5325
-0.47 0.47
-0.4925 0.4925
-0.47 0.47
-0.5075 0.5075
-0.4375 0.4375
-0.4175 0.4175
-0.48 0.48
-0.48 0.48
-0.4375 0.4375
-0.46 0.46
-0.4375 0.4375
-0.39 0.39
-0.44 0.44
-0.4775 0.4775
-0.4475 0.4475
-0.4225 0.4225
-0.4125 0.4125
-0.46 0.46
-0.4725 0.4725
-0.4525 0.4525
-0.46 0.46
-0.41 0.41
-0.4075 0.4075
-0.48 0.48
-0.46 0.46
-0.43 0.43
-0.435 0.435
-0.385 0.385
-0.4725 0.4725
-0.445 0.445
-0.49 0.49
-0.415 0.415
-0.45 0.45
-0.435 0.435
-0.4425 0.4425
-0.4525 0.4525
-0.4525 0.4525
-0.42 0.42
-0.35 0.35
-0.3425 0.3425
-0.43 0.43
-0.455 0.455
-0.4125 0.4125
-0.415 0.415
-0.4325 0.4325
-0.4525 0.4525
-0.445 0.445
-0.45 0.45
-0.4075 0.4075
-0.4625 0.4625
-0.4175 0.4175
-0.4 0.4
-0.4125 0.4125
-0.395 0.395
-0.415 0.415
-0.5 0.5
-0.4275 0.4275
-0.4575 0.4575
-0.4325 0.4325
-0.465 0.465
-0.4475 0.4475
-0.475 0.475
-0.47 0.47
-0.4775 0.4775
-0.445 0.445
-0.4025 0.4025
-0.435 0.435
-0.3925 0.3925
-0.485 0.485
-0.43 0.43
-0.4025 0.4025
-0.41 0.41
-0.4425 0.4425
-0.4175 0.4175
-0.43 0.43
-0.4425 0.4425
-0.43 0.43
-0.4125 0.4125
-0.3925 0.3925
-0.3875 0.3875
-0.3725 0.3725
-0.4425 0.4425
-0.3975 0.3975
-0.3 0.3
-0.4 0.4
-0.4475 0.4475
-0.425 0.425
-0.4125 0.4125
-0.4375 0.4375
-0.4625 0.4625
-0.51 0.51
-0.5025 0.5025
-0.5075 0.5075
-0.3875 0.3875
-0.3675 0.3675
-0.3775 0.3775
-0.445 0.445
-0.4075 0.4075
-0.3825 0.3825
-0.4575 0.4575
-0.4325 0.4325
-0.4475 0.4475
-0.435 0.435
-0.48 0.48
-0.44 0.44
-0.5075 0.5075
-0.43 0.43
-0.385 0.385
-0.39 0.39
-0.43 0.43
-0.33 0.33
-0.415 0.415
-0.37 0.37
-0.3975 0.3975
-0.4525 0.4525
-0.39 0.39
-0.37 0.37
-0.37 0.37
-0.425 0.425
-0.405 0.405
-0.4075 0.4075
-0.4375 0.4375
-0.46 0.46
-0.4275 0.4275
-0.4 0.4
-0.4125 0.4125
-0.4725 0.4725
-0.455 0.455
-0.4 0.4
-0.4425 0.4425
-0.4775 0.4775
-0.3825 0.3825
-0.415 0.415
-0.4075 0.4075
-0.435 0.435
-0.39 0.39
-0.485 0.485
-0.425 0.425
-0.4375 0.4375
-0.3525 0.3525
-0.4475 0.4475
-0.435 0.435
-0.47 0.47
-0.4875 0.4875
-0.4325 0.4325
-0.4675 0.4675
-0.4 0.4
-0.3875 0.3875
-0.415 0.415
-0.4575 0.4575
-0.48 0.48
-0.3925 0.3925
-0.415 0.415
-0.3925 0.3925
-0.4825 0.4825
-0.47 0.47
-0.4725 0.4725
-0.425 0.425
-0.42 0.42
-0.4475 0.4475
-0.405 0.405
-0.4225 0.4225
-0.5075 0.5075
-0.4075 0.4075
-0.3925 0.3925
-0.34 0.34
-0.375 0.375
-0.4775 0.4775
-0.3525 0.3525
-0.41 0.41
-0.4575 0.4575
-0.4175 0.4175
-0.4425 0.4425
-0.45 0.45
-0.4025 0.4025
-0.4475 0.4475
-0.465 0.465
-0.4125 0.4125
-0.4875 0.4875
-0.4625 0.4625
-0.415 0.415
-0.45 0.45
-0.4625 0.4625
-0.3775 0.3775
-0.465 0.465
-0.425 0.425
-0.3425 0.3425
-0.385 0.385
-0.395 0.395
-0.4725 0.4725
-0.4375 0.4375
-0.47 0.47
-0.465 0.465
-0.41 0.41
-0.445 0.445
-0.41 0.41
-0.45 0.45
-0.4 0.4
-0.47 0.47
-0.4125 0.4125
-0.4625 0.4625
-0.5 0.5
-0.4475 0.4475
-0.465 0.465
-0.45 0.45
-0.4475 0.4475
-0.4225 0.4225
-0.355 0.355
-0.475 0.475
-0.44 0.44
-0.4775 0.4775
-0.475 0.475
-0.4325 0.4325
-0.46 0.46
-0.425 0.425
-0.49 0.49
-0.4475 0.4475
-0.4475 0.4475
-0.48 0.48
-0.405 0.405
-0.415 0.415
-0.4125 0.4125
-0.3875 0.3875
-0.4775 0.4775
-0.4775 0.4775
-0.4575 0.4575
-0.43 0.43
-0.38 0.38
-0.42 0.42
-0.4425 0.4425
-0.42 0.42
-0.445 0.445
-0.4525 0.4525
-0.46 0.46
-0.415 0.415
-0.45 0.45
-0.465 0.465
-0.4875 0.4875
-0.3875 0.3875
-0.4 0.4
-0.425 0.425
-0.4225 0.4225
-0.405 0.405
-0.3625 0.3625
-0.4 0.4
-0.4025 0.4025
-0.4075 0.4075
-0.435 0.435
-0.455 0.455
-0.4475 0.4475
-0.4075 0.4075
-0.455 0.455
-0.395 0.395
-0.425 0.425
-0.3925 0.3925
-0.365 0.365
-0.455 0.455
-0.4575 0.4575
-0.4425 0.4425
-0.5275 0.5275
-0.5175 0.5175
-0.4625 0.4625
-0.3975 0.3975
-0.4225 0.4225
-0.4875 0.4875
-0.4125 0.4125
-0.4425 0.4425
-0.445 0.445
-0.48 0.48
-0.385 0.385
-0.3575 0.3575
-0.4375 0.4375
-0.4 0.4
-0.475 0.475
-0.4775 0.4775
-0.38 0.38
-0.405 0.405
-0.5025 0.5025
-0.415 0.415
-0.3725 0.3725
-0.455 0.455
-0.3825 0.3825
-0.4325 0.4325
-0.455 0.455
-0.4375 0.4375
-0.3825 0.3825
-0.4475 0.4475
-0.455 0.455
-0.44 0.44
-0.435 0.435
-0.445 0.445
-0.4575 0.4575
-0.415 0.415
-0.455 0.455
-0.395 0.395
-0.395 0.395
-0.365 0.365
-0.4025 0.4025
-0.4625 0.4625
-0.435 0.435
-0.45 0.45
-0.37 0.37
-0.3675 0.3675
-0.3825 0.3825
-0.425 0.425
-0.4025 0.4025
-0.4575 0.4575
-0.495 0.495
-0.4325 0.4325
-0.405 0.405
-0.41 0.41
-0.3825 0.3825
-0.425 0.425
-0.4 0.4
-0.4225 0.4225
-0.4525 0.4525
-0.4325 0.4325
-0.4525 0.4525
-0.375 0.375
-0.4225 0.4225
-0.4575 0.4575
-0.4125 0.4125
-0.4675 0.4675
-0.5175 0.5175
-0.4275 0.4275
-0.4425 0.4425
-0.4175 0.4175
-0.4725 0.4725
-0.48 0.48
-0.46 0.46
-0.475 0.475
-0.485 0.485
-0.405 0.405
-0.42 0.42
-0.445 0.445
-0.425 0.425
-0.41 0.41
-0.3575 0.3575
-0.4775 0.4775
-0.4875 0.4875
-0.4475 0.4475
-0.425 0.425
-0.46 0.46
-0.4325 0.4325
-0.4725 0.4725
-0.44 0.44
-0.4675 0.4675
-0.37 0.37
-0.335 0.335
-0.45 0.45
-0.4275 0.4275
-0.4275 0.4275
-0.4725 0.4725
-0.435 0.435
-0.455 0.455
-0.49 0.49
-0.435 0.435
-0.3975 0.3975
-0.395 0.395
-0.49 0.49
-0.3675 0.3675
-0.36 0.36
-0.435 0.435
-0.4225 0.4225
-0.4425 0.4425
-0.5075 0.5075
-0.535 0.535
-0.475 0.475
-0.425 0.425
-0.44 0.44
-0.5 0.5
-0.455 0.455
-0.4925 0.4925
-0.4775 0.4775
-0.405 0.405
-0.4125 0.4125
-0.4 0.4
-0.44 0.44
-0.43 0.43
-0.425 0.425
-0.38 0.38
-0.495 0.495
-0.41 0.41
-0.4625 0.4625
-0.3675 0.3675
-0.3475 0.3475
-0.42 0.42
-0.4525 0.4525
-0.47 0.47
-0.4125 0.4125
-0.365 0.365
-0.405 0.405
-0.405 0.405
-0.4775 0.4775
-0.48 0.48
-0.3675 0.3675
-0.4025 0.4025
-0.3475 0.3475
-0.37 0.37
-0.39 0.39
-0.375 0.375
-0.4075 0.4075
-0.4225 0.4225
-0.4125 0.4125
-0.4625 0.4625
-0.415 0.415
-0.3825 0.3825
-0.425 0.425
-0.465 0.465
-0.4025 0.4025
-0.465 0.465
-0.4475 0.4475
-0.4225 0.4225
-0.38 0.38
-0.49 0.49
-0.455 0.455
-0.4425 0.4425
-0.4525 0.4525
-0.375 0.375
-0.37 0.37
-0.385 0.385
-0.445 0.445
-0.4525 0.4525
-0.4575 0.4575
-0.405 0.405
-0.34 0.34
-0.32 0.32
-0.455 0.455
-0.475 0.475
-0.5175 0.5175
-0.5525 0.5525
-0.5075 0.5075
-0.46 0.46
-0.41 0.41
-0.395 0.395
-0.4075 0.4075
-0.4875 0.4875
-0.4025 0.4025
-0.425 0.425
-0.3975 0.3975
-0.4125 0.4125
-0.295 0.295
-0.445 0.445
-0.4125 0.4125
-0.3975 0.3975
-0.47 0.47
-0.365 0.365
-0.42 0.42
-0.405 0.405
-0.4025 0.4025
-0.3925 0.3925
-0.42 0.42
-0.42 0.42
-0.415 0.415
-0.4525 0.4525
-0.4425 0.4425
-0.425 0.425
-0.42 0.42
-0.4625 0.4625
-0.4525 0.4525
-0.39 0.39
-0.445 0.445
-0.4325 0.4325
-0.44 0.44
-0.5 0.5
-0.505 0.505
-0.5475 0.5475
